Unique ID	Title	Description	Category	Product URL	Image URL	Condition	Availability	Current Price	Item Group ID	Brand	GTIN	MPN	Gender	Age Group	Size	Color	Material	Pattern	Additional Image URL	Original Price	ASIN	Ship Cost	Ship Weight	Bid	Promo Text
tr5606	POLO DOUBLE BLACK For MEN By RALPH LAUREN 4.2 oz Spray	POLO DOUBLE BLACK For MEN By RALPH LAUREN 4.2 oz Eau de toilette Spray	Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne	https://hottperfume.com/polo-double-black-for-men-by-ralph-lauren-4-2-oz-spray/	https://cdn11.bigcommerce.com/s-ihg3qknk2i/images/stencil/1024x1024/products/1114/1774/POLO_DOUBLE_BLACK__27574.1595023472.jpg?c=1	New	In Stock	54.99		RALPH LAUREN															
pr5209	Polo Red White & Blue For Men By RALPH LAUREN 4.2 oz Edt Spray	Polo Red White & Blue For Men By RALPH LAUREN 4.2 oz Eau de toilette Spray	Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne	https://hottperfume.com/polo-red-white-blue-for-men-by-ralph-lauren-4-2-oz-edt-spray/	https://cdn11.bigcommerce.com/s-ihg3qknk2i/images/stencil/1024x1024/products/1104/1760/Polo_Red_White_Blue_For_Men__59343.1595022867.jpg?c=1	New	No	59.99		RALPH LAUREN															
rbb	Ralph Lauren Polo Blue Sport For Men 4.2 oz Edt Spray	Ralph Lauren Polo Blue Sport For Men 4.2 oz Eau de toilette Spray	Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne	https://hottperfume.com/ralph-lauren-polo-blue-sport-for-men-4-2-oz-edt-spray/	https://cdn11.bigcommerce.com/s-ihg3qknk2i/images/stencil/1024x1024/products/1140/1821/Ralph_Lauren_Polo_Blue_Sport_For_Men__08915.1595025572.jpg?c=1	New	In Stock	44.99		RALPH LAUREN															
275r3100	RALPH HOT For WOMEN By RALPH LAUREN 3.4 oz Spray	RALPH HOT For WOMEN By RALPH LAUREN 3.4 oz Eau De Toilette Spray	Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne	https://hottperfume.com/ralph-hot-for-women-by-ralph-lauren-3-4-oz-spray/	https://cdn11.bigcommerce.com/s-ihg3qknk2i/images/stencil/1024x1024/products/1129/1798/RALPH_HOT__41014.1595024924.jpg?c=1	New	In Stock	69.99		RALPH LAUREN															
29373	ROMANCE For MEN By RALPH LAUREN 3.4 oz Spray	ROMANCE For MEN By RALPH LAUREN 3.4 oz Eau De Toilette Spray	Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne	https://hottperfume.com/romance-for-men-by-ralph-lauren-3-4-oz-spray/	https://cdn11.bigcommerce.com/s-ihg3qknk2i/images/stencil/1024x1024/products/1118/1780/ROMANCE_For_MEN__06454.1595023660.jpg?c=1	New	No	119.99		RALPH LAUREN															
bop	Black Orchid Perfume for Women by Tom Ford EDP Spray 3.4 oz	Black Orchid Perfume for Women by Tom Ford Eau de parfum Spray 3.4 oz	Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne	https://hottperfume.com/black-orchid-perfume-for-women-by-tom-ford-edp-spray-3-4-oz/	https://cdn11.bigcommerce.com/s-ihg3qknk2i/images/stencil/1024x1024/products/1191/1915/Black_Orchid_Perfume__56279.1595125255.jpg?c=1	New	In Stock	109.99		 Tom Ford															
vtf	Velvet Orchid Perfume for Women by Tom Ford EDP Spray 3.4 oz	Velvet Orchid Perfume for Women by Tom Ford Eau de parfum Spray 3.4 oz	Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne	https://hottperfume.com/velvet-orchid-perfume-for-women-by-tom-ford-edp-spray-3-4-oz/	https://cdn11.bigcommerce.com/s-ihg3qknk2i/images/stencil/1024x1024/products/1192/1917/Velvet_Orchid_Perfume__38500.1595125321.jpg?c=1	New	In Stock	119.99		 Tom Ford															
ver	Versace Eros for Men 3.4 oz EDT Spray	Versace Eros for Men 3.4 oz Eau de toilette Spray	Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne	https://hottperfume.com/versace-eros-for-men-3-4-oz-edt-spray/	https://cdn11.bigcommerce.com/s-ihg3qknk2i/images/stencil/1024x1024/products/1250/2018/Versace_Eros_for_Men__48523.1595210395.jpg?c=1	New	In Stock	44.99		Versace															
59r3963	Versace Bright Crystal by Versace for Women Edt Spray 3.0 oz Spray	Versace Bright Crystal by Versace for Women Edt Spray 3.0 oz Eau de toilette Spray	Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne	https://hottperfume.com/versace-bright-crystal-by-versace-for-women-edt-spray-3-0-oz-spray/	https://cdn11.bigcommerce.com/s-ihg3qknk2i/images/stencil/1024x1024/products/1230/1985/versace_BRIGHT_CRYSTAL__76273.1595209220.jpg?c=1	New	In Stock	47.99		Versace															
39r3565bt	Versace Crystal Noir Perfume for Women Edt Spray 3.0 oz Spray	Versace Crystal Noir Perfume for Women Edt Spray 3.0 oz Eau de toilette Spray	Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne	https://hottperfume.com/versace-crystal-noir-perfume-for-women-edt-spray-3-0-oz-spray/	https://cdn11.bigcommerce.com/s-ihg3qknk2i/images/stencil/1024x1024/products/1233/1989/Versace_Crystal_Noir__93074.1595209371.jpg?c=1	New	In Stock	48.99		Versace															
naj	Versace Bright Crystal Absolu Perfume 3.0 oz Edp Spray	Versace Bright Crystal Absolu Perfume 3.0 oz Eau de parfum Spray	Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne	https://hottperfume.com/versace-bright-crystal-absolu-perfume-3-0-oz-edp-spray/	https://cdn11.bigcommerce.com/s-ihg3qknk2i/images/stencil/1024x1024/products/1259/2034/Versace_Bright_Crystal_Absolu_Perfume__01064.1595210927.jpg?c=1	New	In Stock	64.99		Versace															
48r3886bt	Versace Versense Perfume for Women by Versace 3.4 oz EDT Spray	Versace Versense Perfume for Women by Versace 3.4 oz Eau de toilette Spray	Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne	https://hottperfume.com/versace-versense-perfume-for-women-by-versace-3-4-oz-edt-spray/	https://cdn11.bigcommerce.com/s-ihg3qknk2i/images/stencil/1024x1024/products/1245/2009/Versace_Versense__33180.1595210074.jpg?c=1	New	No	54.99		Versace															
R260916	Versace The Dreamer For Men 3.3 oz Spray	Versace The Dreamer For Men 3.3 oz Eau de toilette Spray	Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne	https://hottperfume.com/versace-the-dreamer-for-men-3-4-oz-spray/	https://cdn11.bigcommerce.com/s-ihg3qknk2i/images/stencil/1024x1024/products/1241/2003/Versace_The_Dreamer_new__86403.1595209843.jpg?c=1	New	No	39.99		Versace															
vra	Viktor & Rolf Antidote for Men Edt Spray 4.2 oz.	Viktor & Rolf Antidote for Men Eau de toilette Spray 4.2 oz.	Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne	https://hottperfume.com/viktor-rolf-antidote-for-men-edt-spray-4-2-oz/	https://cdn11.bigcommerce.com/s-ihg3qknk2i/images/stencil/1024x1024/products/1266/2047/Viktor_Rolf_Antidote__70900.1595211504.JPG?c=1	New	In Stock	119.99		Viktor & Rolf															
kc856d	L'Homme Libre by Yves Saint Laurent For Men 3.3 oz EDT Spray	L'Homme Libre by Yves Saint Laurent For Men 3.3 oz Eau de toilette Spray	Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne	https://hottperfume.com/lhomme-libre-by-yves-saint-laurent-for-men-3-3-oz-edt-spray/	https://cdn11.bigcommerce.com/s-ihg3qknk2i/images/stencil/1024x1024/products/1298/2104/LHomme_Libre_by_Yves_Saint_Laurent__09091.1595218562.jpg?c=1	New	No	63.99		Yves Saint Laurent															
324r48	OPIUM for WOMEN by Yves Saint Laurent 3.3 oz Spray	OPIUM for WOMEN by Yves Saint Laurent 3.3 oz Eau de toilette Spray	Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne	https://hottperfume.com/opium-for-women-by-yves-saint-laurent-3-3-oz-spray/	https://cdn11.bigcommerce.com/s-ihg3qknk2i/images/stencil/1024x1024/products/1279/2072/OPIUM_for_WOMEN__11010.1595217446.jpg?c=1	New	In Stock	64.99		Yves Saint Laurent															
ysr4800	Elle Perfume for WOMEN by Yves Saint Laurent 3 oz Edp Spray	Elle Perfume for WOMEN by Yves Saint Laurent 3 oz Eau de parfum Spray	Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne	https://hottperfume.com/elle-perfume-for-women-by-yves-saint-laurent-3-oz-edp-spray/	https://cdn11.bigcommerce.com/s-ihg3qknk2i/images/stencil/1024x1024/products/1275/2062/Elle_Perfume__87096.1595217136.jpg?c=1	New	In Stock	46.99		Yves Saint Laurent															
15r6543b	Yves Saint Laurent Manifesto Perfume 3 oz Edp Spray	Yves Saint Laurent Manifesto Perfume 3 oz Eau de parfum Spray	Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne	https://hottperfume.com/yves-saint-laurent-manifesto-perfume-3-oz-edp-spray/	https://cdn11.bigcommerce.com/s-ihg3qknk2i/images/stencil/1024x1024/products/1292/2094/Yves_Saint_Laurent_Manifesto_Perfume__46234.1595218252.jpg?c=1	New	No	54.99		Yves Saint Laurent															
024opm	Belle D'OPIUM for WOMEN by Yves Saint Laurent 3 oz Edp Spray	Belle D'OPIUM for WOMEN by Yves Saint Laurent 3 oz Eau de parfum Spray	Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne	https://hottperfume.com/belle-dopium-for-women-by-yves-saint-laurent-3-oz-edp-spray/	https://cdn11.bigcommerce.com/s-ihg3qknk2i/images/stencil/1024x1024/products/1286/2083/Belle_DOPIUM__22402.1595217802.jpg?c=1	New	No	79.99		Yves Saint Laurent															
765	Black Opium Nuit Blanche For Women by Yves Saint Laurent 3 oz Edp Spray	Black Opium Nuit Blanche For Women by Yves Saint Laurent 3 oz Eau de parfum Spray	Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne	https://hottperfume.com/black-opium-nuit-blanche-for-women-by-yves-saint-laurent-3-oz-edp-spray/	https://cdn11.bigcommerce.com/s-ihg3qknk2i/images/stencil/1024x1024/products/1306/2119/Black_Opium_Nuit_Blanche__68937.1595219027.jpg?c=1	New	No	69.99		Yves Saint Laurent															
324r4917	Opium for Women by Yves Saint Laurent 3 oz Edt Spray	Opium for Women by Yves Saint Laurent 3 oz Eau de toilette Spray	Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne	https://hottperfume.com/opium-for-women-by-yves-saint-laurent-3-oz-edt-spray/	https://cdn11.bigcommerce.com/s-ihg3qknk2i/images/stencil/1024x1024/products/1293/2096/Opium_for_Women_new__42337.1595218308.jpg?c=1	New	No	73.99		Yves Saint Laurent															
57r60817	Black Opium For Women by Yves Saint Laurent 3 oz Edp Spray	Black Opium For Women by Yves Saint Laurent 3 oz Eau de parfum Spray	Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne	https://hottperfume.com/black-opium-for-women-by-yves-saint-laurent-3-oz-edp-spray/	https://cdn11.bigcommerce.com/s-ihg3qknk2i/images/stencil/1024x1024/products/1302/2112/Black_Opium__01324.1595218813.jpg?c=1	New	In Stock	64.99		Yves Saint Laurent															
4554	Yves Saint Laurent Mon Paris Eau de Parfum 3 oz Spray	Yves Saint Laurent Mon Paris Eau de Parfum 3 oz Spray	Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne	https://hottperfume.com/yves-saint-laurent-mon-paris-eau-de-parfum-3-oz-spray/	https://cdn11.bigcommerce.com/s-ihg3qknk2i/images/stencil/1024x1024/products/1307/2121/Yves_Saint_Laurent_Mon_Paris__60395.1595219148.jpg?c=1	New	In Stock	54.99		Yves Saint Laurent															
74963	Yves Saint Laurent In LOVE AGAIN Perfume EDT 100ML / 3.3 OZ Spray	Yves Saint Laurent In LOVE AGAIN Perfume Eau De Toilette 100ML / 3.3 OZ Spray	Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne	https://hottperfume.com/yves-saint-laurent-in-love-again-perfume-edt-100ml-3-3-oz-spray/	https://cdn11.bigcommerce.com/s-ihg3qknk2i/images/stencil/1024x1024/products/1310/2126/Yves_Saint_Laurent_In_LOVE_AGAIN__35819.1595219337.jpg?c=1	New	No	79.99		Yves Saint Laurent															
